Text(°C),Tint(°C),Qhvac(W),Qsun(W)
-1.000000000000000000e+00,9.399999618530273438e+00,1.000000000000000000e+01,6.234117994329961832e-01
-1.000000000000000000e+00,9.500000000000000000e+00,9.000000000000000000e+00,9.680773394356886330e-01
0.000000000000000000e+00,9.600000381469726562e+00,7.000000000000000000e+00,6.594634228942046761e-01
1.000000000000000000e+00,9.600000381469726562e+00,7.000000000000000000e+00,1.639575355227177456e-01
2.000000000000000000e+00,9.600000381469726562e+00,8.000000000000000000e+00,5.597827351276254415e-01
3.000000000000000000e+00,9.899999618530273438e+00,1.100000000000000000e+01,9.137722719907002134e-01
3.000000000000000000e+00,1.000000000000000000e+01,1.000000000000000000e+01,2.774369825719209643e+02
4.000000000000000000e+00,1.010000038146972656e+01,1.100000000000000000e+01,4.407848026641900105e+02
5.000000000000000000e+00,1.019999980926513672e+01,9.000000000000000000e+00,6.583859756158111622e+02
6.000000000000000000e+00,1.030000019073486328e+01,1.100000000000000000e+01,9.245411138389973758e+02
8.000000000000000000e+00,1.039999961853027344e+01,1.000000000000000000e+01,1.220572511101093369e+03
1.000000000000000000e+01,1.050000000000000000e+01,1.100000000000000000e+01,1.514930256793932813e+03
1.000000000000000000e+01,1.060000038146972656e+01,7.000000000000000000e+00,1.767719663786366937e+03
1.100000000000000000e+01,1.069999980926513672e+01,9.000000000000000000e+00,1.939214478385412121e+03
1.000000000000000000e+01,1.080000019073486328e+01,8.000000000000000000e+00,2.000000000000000000e+03
9.000000000000000000e+00,1.080000019073486328e+01,9.000000000000000000e+00,1.939214478385412121e+03
9.000000000000000000e+00,1.080000019073486328e+01,8.000000000000000000e+00,1.767719663786366937e+03
9.000000000000000000e+00,1.089999961853027344e+01,1.000000000000000000e+01,1.514930256793932813e+03
7.000000000000000000e+00,1.089999961853027344e+01,9.000000000000000000e+00,1.220572511101093369e+03
6.000000000000000000e+00,1.089999961853027344e+01,8.000000000000000000e+00,9.245411138389973758e+02
6.000000000000000000e+00,1.089999961853027344e+01,8.000000000000000000e+00,6.583859756158111622e+02
6.000000000000000000e+00,1.089999961853027344e+01,1.100000000000000000e+01,4.407848026641900105e+02
6.000000000000000000e+00,1.089999961853027344e+01,1.000000000000000000e+01,2.774369825719209643e+02
5.000000000000000000e+00,1.089999961853027344e+01,1.000000000000000000e+01,1.641699972477975962e+02
6.000000000000000000e+00,1.089999961853027344e+01,8.000000000000000000e+00,9.133030922126044970e+01
6.000000000000000000e+00,1.089999961853027344e+01,8.000000000000000000e+00,9.839745511553443791e-01
6.000000000000000000e+00,1.089999961853027344e+01,1.000000000000000000e+01,1.605598010957827171e-01
7.000000000000000000e+00,1.089999961853027344e+01,1.000000000000000000e+01,7.982053507758878341e-01
6.000000000000000000e+00,1.089999961853027344e+01,7.000000000000000000e+00,4.008617236494053104e-01
5.000000000000000000e+00,1.089999961853027344e+01,6.000000000000000000e+00,3.546600054082871267e-01
6.000000000000000000e+00,1.089999961853027344e+01,7.000000000000000000e+00,9.608127097151389906e-01
5.000000000000000000e+00,1.089999961853027344e+01,6.000000000000000000e+00,6.603449928143457770e-01
7.000000000000000000e+00,1.089999961853027344e+01,8.000000000000000000e+00,4.419460222673305960e-01
7.000000000000000000e+00,1.089999961853027344e+01,8.000000000000000000e+00,9.358063595304778604e-01
7.000000000000000000e+00,1.089999961853027344e+01,1.000000000000000000e+01,7.689240956064089527e-01
7.000000000000000000e+00,1.100000000000000000e+01,7.000000000000000000e+00,2.064771490873830162e-01
7.000000000000000000e+00,1.100000000000000000e+01,8.000000000000000000e+00,9.819283957561242282e-02
7.000000000000000000e+00,1.100000000000000000e+01,8.000000000000000000e+00,3.958141436439081007e-01
7.000000000000000000e+00,1.089999961853027344e+01,9.000000000000000000e+00,0.000000000000000000e+00
7.000000000000000000e+00,1.089999961853027344e+01,8.000000000000000000e+00,8.283258727035405222e-01
7.000000000000000000e+00,1.089999961853027344e+01,6.000000000000000000e+00,5.420299909568959684e-01
7.000000000000000000e+00,1.100000000000000000e+01,7.000000000000000000e+00,7.704940419530008633e-01
7.000000000000000000e+00,1.100000000000000000e+01,9.000000000000000000e+00,6.580377239967323266e-01
8.000000000000000000e+00,1.100000000000000000e+01,8.000000000000000000e+00,7.893881273833242007e-01
7.000000000000000000e+00,1.100000000000000000e+01,1.000000000000000000e+01,5.555386087151538144e-01
7.000000000000000000e+00,1.100000000000000000e+01,7.000000000000000000e+00,9.682014262814720995e-01
7.000000000000000000e+00,1.100000000000000000e+01,9.000000000000000000e+00,6.024464526072447201e-01
6.000000000000000000e+00,1.100000000000000000e+01,1.000000000000000000e+01,5.603526100214915040e-01
7.000000000000000000e+00,1.100000000000000000e+01,7.000000000000000000e+00,4.052222199441875006e-01
7.000000000000000000e+00,1.100000000000000000e+01,9.000000000000000000e+00,9.551888079015667943e-01
7.000000000000000000e+00,1.100000000000000000e+01,7.000000000000000000e+00,9.463522821935335116e-01
7.000000000000000000e+00,1.100000000000000000e+01,1.000000000000000000e+01,4.148505854820484506e-01
6.000000000000000000e+00,1.100000000000000000e+01,1.100000000000000000e+01,2.543848583882568626e-01
8.000000000000000000e+00,1.100000000000000000e+01,8.000000000000000000e+00,9.747687343465232246e-01
8.000000000000000000e+00,1.100000000000000000e+01,1.100000000000000000e+01,7.106986213780441819e-02
8.000000000000000000e+00,1.100000000000000000e+01,8.000000000000000000e+00,2.774369825719209643e+02
8.000000000000000000e+00,1.110000038146972656e+01,8.000000000000000000e+00,4.407848026641900105e+02
9.000000000000000000e+00,1.110000038146972656e+01,1.100000000000000000e+01,6.583859756158111622e+02
9.000000000000000000e+00,1.110000038146972656e+01,1.000000000000000000e+01,9.245411138389973758e+02
8.000000000000000000e+00,1.119999980926513672e+01,8.000000000000000000e+00,1.220572511101093369e+03
8.000000000000000000e+00,1.119999980926513672e+01,7.000000000000000000e+00,1.514930256793932813e+03
8.000000000000000000e+00,1.130000019073486328e+01,8.000000000000000000e+00,1.767719663786366937e+03
8.000000000000000000e+00,1.130000019073486328e+01,9.000000000000000000e+00,1.939214478385412121e+03
8.000000000000000000e+00,1.130000019073486328e+01,8.000000000000000000e+00,2.000000000000000000e+03
7.000000000000000000e+00,1.130000019073486328e+01,9.000000000000000000e+00,1.939214478385412121e+03
7.000000000000000000e+00,1.130000019073486328e+01,7.000000000000000000e+00,1.767719663786366937e+03
7.000000000000000000e+00,1.119999980926513672e+01,8.000000000000000000e+00,1.514930256793932813e+03
5.000000000000000000e+00,1.119999980926513672e+01,8.000000000000000000e+00,1.220572511101093369e+03
4.000000000000000000e+00,1.119999980926513672e+01,1.000000000000000000e+01,9.245411138389973758e+02
3.000000000000000000e+00,1.110000038146972656e+01,1.000000000000000000e+01,6.583859756158111622e+02
3.000000000000000000e+00,1.100000000000000000e+01,1.000000000000000000e+01,4.407848026641900105e+02
2.000000000000000000e+00,1.100000000000000000e+01,8.000000000000000000e+00,2.774369825719209643e+02
0.000000000000000000e+00,1.100000000000000000e+01,8.000000000000000000e+00,1.641699972477975962e+02
1.000000000000000000e+00,1.089999961853027344e+01,1.000000000000000000e+01,9.133030922126044970e+01
1.000000000000000000e+00,1.089999961853027344e+01,8.000000000000000000e+00,5.349703338912924488e-01
3.000000000000000000e+00,1.089999961853027344e+01,9.000000000000000000e+00,5.333903486565166885e-01
3.000000000000000000e+00,1.089999961853027344e+01,1.000000000000000000e+01,9.850314173440065657e-01
3.000000000000000000e+00,1.089999961853027344e+01,8.000000000000000000e+00,7.245227781290053404e-01
4.000000000000000000e+00,1.089999961853027344e+01,1.000000000000000000e+01,5.320947786472575158e-01
3.000000000000000000e+00,1.089999961853027344e+01,7.000000000000000000e+00,3.469850394702242991e-01
2.000000000000000000e+00,1.089999961853027344e+01,9.000000000000000000e+00,7.769079673449398316e-01
2.000000000000000000e+00,1.080000019073486328e+01,1.000000000000000000e+01,3.921196224659270202e-01
2.000000000000000000e+00,1.080000019073486328e+01,1.000000000000000000e+01,1.535496513641543270e-02
2.000000000000000000e+00,1.080000019073486328e+01,1.000000000000000000e+01,7.455205272425092788e-01
2.000000000000000000e+00,1.080000019073486328e+01,1.000000000000000000e+01,4.689159493060701678e-03
2.000000000000000000e+00,1.080000019073486328e+01,1.000000000000000000e+01,5.806235490801220367e-01
1.000000000000000000e+00,1.080000019073486328e+01,9.000000000000000000e+00,3.599897925945437782e-01
1.000000000000000000e+00,1.069999980926513672e+01,9.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,1.069999980926513672e+01,9.000000000000000000e+00,4.974780984294907560e-01
0.000000000000000000e+00,1.069999980926513672e+01,8.000000000000000000e+00,1.659603206656704577e-01
0.000000000000000000e+00,1.069999980926513672e+01,6.000000000000000000e+00,8.467972235960279370e-01
0.000000000000000000e+00,1.069999980926513672e+01,8.000000000000000000e+00,1.444496177421418226e-01
0.000000000000000000e+00,1.060000038146972656e+01,7.000000000000000000e+00,1.827012599276842675e-01
0.000000000000000000e+00,1.060000038146972656e+01,8.000000000000000000e+00,3.074899150809141668e-01
0.000000000000000000e+00,1.060000038146972656e+01,1.100000000000000000e+01,1.955696655918367499e-01
0.000000000000000000e+00,1.060000038146972656e+01,8.000000000000000000e+00,1.928178837291611991e-01
0.000000000000000000e+00,1.050000000000000000e+01,9.000000000000000000e+00,6.644539238375199997e-01
0.000000000000000000e+00,1.050000000000000000e+01,9.000000000000000000e+00,5.499472213733941350e-01
0.000000000000000000e+00,1.050000000000000000e+01,1.000000000000000000e+01,7.037768692824544203e-01
0.000000000000000000e+00,1.050000000000000000e+01,1.200000000000000000e+01,1.516581032853575595e-01
0.000000000000000000e+00,1.050000000000000000e+01,1.000000000000000000e+01,9.379172245701095090e-01
1.000000000000000000e+00,1.050000000000000000e+01,9.000000000000000000e+00,4.363889073139413100e-01
2.000000000000000000e+00,1.050000000000000000e+01,7.000000000000000000e+00,4.517324118036556424e-01
2.000000000000000000e+00,1.050000000000000000e+01,9.000000000000000000e+00,2.307508334804012629e-01
2.000000000000000000e+00,1.050000000000000000e+01,1.000000000000000000e+01,2.774369825719209643e+02
3.000000000000000000e+00,1.050000000000000000e+01,1.000000000000000000e+01,4.407848026641900105e+02
3.000000000000000000e+00,1.050000000000000000e+01,1.000000000000000000e+01,6.583859756158111622e+02
3.000000000000000000e+00,1.050000000000000000e+01,1.100000000000000000e+01,9.245411138389973758e+02
3.000000000000000000e+00,1.050000000000000000e+01,1.000000000000000000e+01,1.220572511101093369e+03
3.000000000000000000e+00,1.060000038146972656e+01,8.000000000000000000e+00,1.514930256793932813e+03
3.000000000000000000e+00,1.060000038146972656e+01,8.000000000000000000e+00,1.767719663786366937e+03
3.000000000000000000e+00,1.060000038146972656e+01,9.000000000000000000e+00,1.939214478385412121e+03
3.000000000000000000e+00,1.050000000000000000e+01,7.000000000000000000e+00,2.000000000000000000e+03
2.000000000000000000e+00,1.050000000000000000e+01,8.000000000000000000e+00,1.939214478385412121e+03
1.000000000000000000e+00,1.050000000000000000e+01,1.100000000000000000e+01,1.767719663786366937e+03
1.000000000000000000e+00,1.039999961853027344e+01,9.000000000000000000e+00,1.514930256793932813e+03
0.000000000000000000e+00,1.039999961853027344e+01,8.000000000000000000e+00,1.220572511101093369e+03
-1.000000000000000000e+00,1.030000019073486328e+01,9.000000000000000000e+00,9.245411138389973758e+02
-1.000000000000000000e+00,1.030000019073486328e+01,1.100000000000000000e+01,6.583859756158111622e+02
-1.000000000000000000e+00,1.019999980926513672e+01,9.000000000000000000e+00,4.407848026641900105e+02
-3.000000000000000000e+00,1.010000038146972656e+01,9.000000000000000000e+00,2.774369825719209643e+02
-3.000000000000000000e+00,1.010000038146972656e+01,9.000000000000000000e+00,1.641699972477975962e+02
-3.000000000000000000e+00,1.000000000000000000e+01,1.000000000000000000e+01,9.133030922126044970e+01
-4.000000000000000000e+00,9.899999618530273438e+00,9.000000000000000000e+00,2.609104842302620852e-01
-3.000000000000000000e+00,9.899999618530273438e+00,9.000000000000000000e+00,8.231753576482351287e-01
-4.000000000000000000e+00,9.800000190734863281e+00,9.000000000000000000e+00,9.119275593491785736e-01
-4.000000000000000000e+00,9.600000381469726562e+00,9.000000000000000000e+00,3.864066223228106445e-01
-4.000000000000000000e+00,9.600000381469726562e+00,8.000000000000000000e+00,5.732635166182402653e-01
-4.000000000000000000e+00,9.600000381469726562e+00,1.100000000000000000e+01,9.630554779756567152e-01
-5.000000000000000000e+00,9.600000381469726562e+00,9.000000000000000000e+00,9.412999775104956557e-01
-5.000000000000000000e+00,9.600000381469726562e+00,1.100000000000000000e+01,2.312917155082991894e-01
-5.000000000000000000e+00,9.600000381469726562e+00,1.200000000000000000e+01,9.022968979233633169e-01
-5.000000000000000000e+00,9.500000000000000000e+00,9.000000000000000000e+00,9.770049714867118373e-01
-5.000000000000000000e+00,9.500000000000000000e+00,1.100000000000000000e+01,9.494541463208121534e-01
-5.000000000000000000e+00,9.500000000000000000e+00,1.200000000000000000e+01,4.122118322956960235e-01
-4.000000000000000000e+00,9.399999618530273438e+00,1.000000000000000000e+01,2.089166391177262883e-01
-5.000000000000000000e+00,9.399999618530273438e+00,9.000000000000000000e+00,0.000000000000000000e+00
-5.000000000000000000e+00,9.399999618530273438e+00,1.000000000000000000e+01,8.052292780194211241e-01
-5.000000000000000000e+00,9.300000190734863281e+00,8.000000000000000000e+00,3.210981297710335802e-02
-5.000000000000000000e+00,9.300000190734863281e+00,1.100000000000000000e+01,4.691860276883300651e-01
-5.000000000000000000e+00,9.300000190734863281e+00,1.000000000000000000e+01,8.093555466605132365e-01
-5.000000000000000000e+00,9.199999809265136719e+00,1.100000000000000000e+01,7.657186292824433860e-01
-6.000000000000000000e+00,9.199999809265136719e+00,1.000000000000000000e+01,3.474000681547405600e-01
-5.000000000000000000e+00,9.100000381469726562e+00,1.000000000000000000e+01,9.959032959519409367e-01
-5.000000000000000000e+00,9.100000381469726562e+00,1.200000000000000000e+01,9.430115552801686674e-01
-4.000000000000000000e+00,9.100000381469726562e+00,1.000000000000000000e+01,9.681184297286572482e-01
-3.000000000000000000e+00,9.100000381469726562e+00,8.000000000000000000e+00,6.708955272152408167e-01
-2.000000000000000000e+00,9.100000381469726562e+00,1.000000000000000000e+01,5.366093514795422514e-01
-1.000000000000000000e+00,9.199999809265136719e+00,1.100000000000000000e+01,1.804331510859328302e-01
0.000000000000000000e+00,9.199999809265136719e+00,1.200000000000000000e+01,1.863072407938156649e-01
0.000000000000000000e+00,9.300000190734863281e+00,1.200000000000000000e+01,5.943517160835709578e-01
1.000000000000000000e+00,9.399999618530273438e+00,8.000000000000000000e+00,9.920675683460944416e-02
2.000000000000000000e+00,9.399999618530273438e+00,8.000000000000000000e+00,2.358566672322276458e-01
3.000000000000000000e+00,9.500000000000000000e+00,9.000000000000000000e+00,2.774369825719209643e+02
3.000000000000000000e+00,9.500000000000000000e+00,9.000000000000000000e+00,4.407848026641900105e+02
6.000000000000000000e+00,9.500000000000000000e+00,8.000000000000000000e+00,6.583859756158111622e+02
6.000000000000000000e+00,9.600000381469726562e+00,9.000000000000000000e+00,9.245411138389973758e+02
7.000000000000000000e+00,9.600000381469726562e+00,9.000000000000000000e+00,1.220572511101093369e+03
6.000000000000000000e+00,9.600000381469726562e+00,9.000000000000000000e+00,1.514930256793932813e+03
6.000000000000000000e+00,9.600000381469726562e+00,9.000000000000000000e+00,1.767719663786366937e+03
5.000000000000000000e+00,9.600000381469726562e+00,1.100000000000000000e+01,1.939214478385412121e+03
5.000000000000000000e+00,9.600000381469726562e+00,8.000000000000000000e+00,2.000000000000000000e+03
5.000000000000000000e+00,9.600000381469726562e+00,1.000000000000000000e+01,1.939214478385412121e+03
4.000000000000000000e+00,9.600000381469726562e+00,1.000000000000000000e+01,1.767719663786366937e+03
3.000000000000000000e+00,9.600000381469726562e+00,9.000000000000000000e+00,1.514930256793932813e+03
2.000000000000000000e+00,9.600000381469726562e+00,8.000000000000000000e+00,1.220572511101093369e+03
2.000000000000000000e+00,9.600000381469726562e+00,1.100000000000000000e+01,9.245411138389973758e+02
1.000000000000000000e+00,9.600000381469726562e+00,9.000000000000000000e+00,6.583859756158111622e+02
1.000000000000000000e+00,9.500000000000000000e+00,1.100000000000000000e+01,4.407848026641900105e+02
1.000000000000000000e+00,9.500000000000000000e+00,8.000000000000000000e+00,2.774369825719209643e+02
2.000000000000000000e+00,9.500000000000000000e+00,1.000000000000000000e+01,1.641699972477975962e+02
1.000000000000000000e+00,9.500000000000000000e+00,9.000000000000000000e+00,9.133030922126044970e+01
1.000000000000000000e+00,9.500000000000000000e+00,8.000000000000000000e+00,1.481624208069255433e-01
1.000000000000000000e+00,9.500000000000000000e+00,1.000000000000000000e+01,5.663251757300776790e-01
0.000000000000000000e+00,9.500000000000000000e+00,1.200000000000000000e+01,4.274761202548775785e-01
1.000000000000000000e+00,9.399999618530273438e+00,8.000000000000000000e+00,2.555109474908577871e-01
0.000000000000000000e+00,9.399999618530273438e+00,1.100000000000000000e+01,2.496567197900143587e-01
0.000000000000000000e+00,9.399999618530273438e+00,9.000000000000000000e+00,8.120103395107063360e-01
0.000000000000000000e+00,9.399999618530273438e+00,1.100000000000000000e+01,7.708049643568792852e-01
0.000000000000000000e+00,9.399999618530273438e+00,9.000000000000000000e+00,6.144863897713603862e-01
0.000000000000000000e+00,9.399999618530273438e+00,1.000000000000000000e+01,8.545766299205019845e-01
0.000000000000000000e+00,9.399999618530273438e+00,1.200000000000000000e+01,7.691496051836205217e-01
0.000000000000000000e+00,9.399999618530273438e+00,8.000000000000000000e+00,7.368418129283060836e-02
0.000000000000000000e+00,9.300000190734863281e+00,9.000000000000000000e+00,8.300447198324389930e-02
0.000000000000000000e+00,9.399999618530273438e+00,1.100000000000000000e+01,7.948372878651133178e-04
0.000000000000000000e+00,9.399999618530273438e+00,8.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,9.399999618530273438e+00,1.000000000000000000e+01,7.477044136575637934e-01
0.000000000000000000e+00,9.300000190734863281e+00,7.000000000000000000e+00,3.114080599995820986e-01
0.000000000000000000e+00,9.300000190734863281e+00,1.100000000000000000e+01,8.328735363144761372e-01
0.000000000000000000e+00,9.300000190734863281e+00,1.000000000000000000e+01,3.938105139878800287e-02
0.000000000000000000e+00,9.300000190734863281e+00,1.000000000000000000e+01,8.676595982164614362e-01
0.000000000000000000e+00,9.300000190734863281e+00,1.000000000000000000e+01,9.070262732826529506e-01
0.000000000000000000e+00,9.300000190734863281e+00,8.000000000000000000e+00,2.945152284932635034e-01
0.000000000000000000e+00,9.300000190734863281e+00,1.100000000000000000e+01,8.325046464214626019e-01
1.000000000000000000e+00,9.300000190734863281e+00,1.000000000000000000e+01,5.501996333729664013e-01
1.000000000000000000e+00,9.300000190734863281e+00,9.000000000000000000e+00,7.759631227663688069e-02
2.000000000000000000e+00,9.300000190734863281e+00,1.100000000000000000e+01,3.666985497082574375e-01
3.000000000000000000e+00,9.300000190734863281e+00,8.000000000000000000e+00,5.835281361820702228e-01
3.000000000000000000e+00,9.399999618530273438e+00,1.200000000000000000e+01,3.126026409607223222e-01
3.000000000000000000e+00,9.399999618530273438e+00,9.000000000000000000e+00,7.295640892531797261e-01
4.000000000000000000e+00,9.399999618530273438e+00,8.000000000000000000e+00,8.994995917868704449e-01
5.000000000000000000e+00,9.399999618530273438e+00,9.000000000000000000e+00,6.612109398405138228e-01
5.000000000000000000e+00,9.500000000000000000e+00,9.000000000000000000e+00,2.774369825719209643e+02
5.000000000000000000e+00,9.500000000000000000e+00,9.000000000000000000e+00,4.407848026641900105e+02
6.000000000000000000e+00,9.500000000000000000e+00,1.000000000000000000e+01,6.583859756158111622e+02
6.000000000000000000e+00,9.500000000000000000e+00,9.000000000000000000e+00,9.245411138389973758e+02
6.000000000000000000e+00,9.500000000000000000e+00,9.000000000000000000e+00,1.220572511101093369e+03
6.000000000000000000e+00,9.500000000000000000e+00,1.100000000000000000e+01,1.514930256793932813e+03
6.000000000000000000e+00,9.500000000000000000e+00,7.000000000000000000e+00,1.767719663786366937e+03
5.000000000000000000e+00,9.500000000000000000e+00,9.000000000000000000e+00,1.939214478385412121e+03
5.000000000000000000e+00,9.500000000000000000e+00,9.000000000000000000e+00,2.000000000000000000e+03
4.000000000000000000e+00,9.500000000000000000e+00,8.000000000000000000e+00,1.939214478385412121e+03
4.000000000000000000e+00,9.500000000000000000e+00,1.000000000000000000e+01,1.767719663786366937e+03
4.000000000000000000e+00,9.500000000000000000e+00,9.000000000000000000e+00,1.514930256793932813e+03
4.000000000000000000e+00,9.500000000000000000e+00,9.000000000000000000e+00,1.220572511101093369e+03
4.000000000000000000e+00,9.500000000000000000e+00,8.000000000000000000e+00,9.245411138389973758e+02
4.000000000000000000e+00,9.500000000000000000e+00,1.000000000000000000e+01,6.583859756158111622e+02
4.000000000000000000e+00,9.500000000000000000e+00,1.000000000000000000e+01,4.407848026641900105e+02
3.000000000000000000e+00,9.500000000000000000e+00,9.000000000000000000e+00,2.774369825719209643e+02
3.000000000000000000e+00,9.500000000000000000e+00,8.000000000000000000e+00,1.641699972477975962e+02
3.000000000000000000e+00,9.500000000000000000e+00,1.000000000000000000e+01,9.133030922126044970e+01
3.000000000000000000e+00,9.399999618530273438e+00,1.100000000000000000e+01,1.911376349708130418e-01
3.000000000000000000e+00,9.399999618530273438e+00,9.000000000000000000e+00,8.322570011942768131e-01
3.000000000000000000e+00,9.399999618530273438e+00,9.000000000000000000e+00,2.183816864087984033e-02
3.000000000000000000e+00,9.399999618530273438e+00,1.100000000000000000e+01,7.457726720891575400e-01
3.000000000000000000e+00,9.399999618530273438e+00,1.000000000000000000e+01,1.749964933167316161e-01
3.000000000000000000e+00,9.399999618530273438e+00,1.000000000000000000e+01,4.177485266640038608e-01
3.000000000000000000e+00,9.399999618530273438e+00,1.000000000000000000e+01,5.032579863068005199e-01
3.000000000000000000e+00,9.399999618530273438e+00,1.000000000000000000e+01,5.020355648019398931e-01
3.000000000000000000e+00,9.399999618530273438e+00,1.200000000000000000e+01,6.856401002961669544e-01
3.000000000000000000e+00,9.399999618530273438e+00,1.000000000000000000e+01,9.424626238327518113e-01
3.000000000000000000e+00,9.399999618530273438e+00,8.000000000000000000e+00,7.949528170511130920e-01
3.000000000000000000e+00,9.399999618530273438e+00,8.000000000000000000e+00,2.106550655670161865e-01
3.000000000000000000e+00,9.300000190734863281e+00,8.000000000000000000e+00,1.857165636818336463e-02
3.000000000000000000e+00,9.300000190734863281e+00,1.000000000000000000e+01,0.000000000000000000e+00
2.000000000000000000e+00,9.300000190734863281e+00,9.000000000000000000e+00,6.644915592151801054e-02
2.000000000000000000e+00,9.300000190734863281e+00,1.000000000000000000e+01,4.542496978063371715e-01
2.000000000000000000e+00,9.300000190734863281e+00,7.000000000000000000e+00,4.797449219452099012e-01
2.000000000000000000e+00,9.300000190734863281e+00,9.000000000000000000e+00,4.777149912578971813e-01
3.000000000000000000e+00,9.300000190734863281e+00,8.000000000000000000e+00,7.666265629747628374e-01
2.000000000000000000e+00,9.300000190734863281e+00,8.000000000000000000e+00,4.565158656093585288e-01
2.000000000000000000e+00,9.300000190734863281e+00,1.000000000000000000e+01,1.101931356163419196e-01
2.000000000000000000e+00,9.300000190734863281e+00,9.000000000000000000e+00,7.245667637438782949e-01
2.000000000000000000e+00,9.300000190734863281e+00,1.000000000000000000e+01,4.093295629295563565e-01
2.000000000000000000e+00,9.300000190734863281e+00,1.000000000000000000e+01,6.104185842413695218e-01
2.000000000000000000e+00,9.199999809265136719e+00,8.000000000000000000e+00,9.049885871485390254e-01
2.000000000000000000e+00,9.199999809265136719e+00,9.000000000000000000e+00,5.651457662447175734e-01
2.000000000000000000e+00,9.199999809265136719e+00,1.000000000000000000e+01,3.290339852774004648e-01
2.000000000000000000e+00,9.199999809265136719e+00,9.000000000000000000e+00,6.978880958895361530e-01
3.000000000000000000e+00,9.199999809265136719e+00,7.000000000000000000e+00,3.795278838300517599e-01
2.000000000000000000e+00,9.199999809265136719e+00,7.000000000000000000e+00,7.107886756640363624e-01
2.000000000000000000e+00,9.199999809265136719e+00,8.000000000000000000e+00,2.774369825719209643e+02
2.000000000000000000e+00,9.199999809265136719e+00,9.000000000000000000e+00,4.407848026641900105e+02
2.000000000000000000e+00,9.199999809265136719e+00,1.100000000000000000e+01,6.583859756158111622e+02
1.000000000000000000e+00,9.199999809265136719e+00,9.000000000000000000e+00,9.245411138389973758e+02
0.000000000000000000e+00,9.199999809265136719e+00,8.000000000000000000e+00,1.220572511101093369e+03
0.000000000000000000e+00,9.100000381469726562e+00,7.000000000000000000e+00,1.514930256793932813e+03
0.000000000000000000e+00,9.100000381469726562e+00,9.000000000000000000e+00,1.767719663786366937e+03
0.000000000000000000e+00,9.100000381469726562e+00,8.000000000000000000e+00,1.939214478385412121e+03
0.000000000000000000e+00,9.100000381469726562e+00,9.000000000000000000e+00,2.000000000000000000e+03
0.000000000000000000e+00,9.000000000000000000e+00,8.000000000000000000e+00,1.939214478385412121e+03
0.000000000000000000e+00,9.000000000000000000e+00,9.000000000000000000e+00,1.767719663786366937e+03
0.000000000000000000e+00,9.000000000000000000e+00,1.200000000000000000e+01,1.514930256793932813e+03
0.000000000000000000e+00,9.000000000000000000e+00,8.000000000000000000e+00,1.220572511101093369e+03
0.000000000000000000e+00,9.000000000000000000e+00,1.000000000000000000e+01,9.245411138389973758e+02
0.000000000000000000e+00,8.899999618530273438e+00,1.100000000000000000e+01,6.583859756158111622e+02
-1.000000000000000000e+00,8.899999618530273438e+00,8.000000000000000000e+00,4.407848026641900105e+02
-1.000000000000000000e+00,8.899999618530273438e+00,8.000000000000000000e+00,2.774369825719209643e+02
-1.000000000000000000e+00,8.899999618530273438e+00,1.000000000000000000e+01,1.641699972477975962e+02
-2.000000000000000000e+00,8.899999618530273438e+00,9.000000000000000000e+00,9.133030922126044970e+01
-1.000000000000000000e+00,8.800000190734863281e+00,7.000000000000000000e+00,6.464917190260214275e-01
-1.000000000000000000e+00,8.800000190734863281e+00,7.000000000000000000e+00,5.448899307717844920e-01
-2.000000000000000000e+00,8.800000190734863281e+00,9.000000000000000000e+00,5.351192975386576123e-02
-2.000000000000000000e+00,8.800000190734863281e+00,1.000000000000000000e+01,2.599923004520989789e-01
-2.000000000000000000e+00,8.699999809265136719e+00,8.000000000000000000e+00,4.597601198607225159e-01
-2.000000000000000000e+00,8.699999809265136719e+00,9.000000000000000000e+00,2.601509714546627050e-01
-3.000000000000000000e+00,8.699999809265136719e+00,1.000000000000000000e+01,5.610663663177990479e-01
-3.000000000000000000e+00,8.600000381469726562e+00,1.100000000000000000e+01,8.942600885694873547e-03
-3.000000000000000000e+00,8.600000381469726562e+00,1.000000000000000000e+01,8.440142185276789943e-01
-3.000000000000000000e+00,8.500000000000000000e+00,1.100000000000000000e+01,6.477907042085362388e-01
-4.000000000000000000e+00,8.500000000000000000e+00,1.100000000000000000e+01,3.731260823339234145e-01
-3.000000000000000000e+00,8.500000000000000000e+00,1.000000000000000000e+01,9.928052618579853439e-01
-4.000000000000000000e+00,8.399999618530273438e+00,9.000000000000000000e+00,8.230616678599439462e-01
-4.000000000000000000e+00,8.399999618530273438e+00,1.000000000000000000e+01,0.000000000000000000e+00
-4.000000000000000000e+00,8.300000190734863281e+00,9.000000000000000000e+00,7.530422795001894265e-01
-4.000000000000000000e+00,8.300000190734863281e+00,1.000000000000000000e+01,8.704167443496213519e-02
-3.000000000000000000e+00,8.199999809265136719e+00,1.000000000000000000e+01,6.382535627721007687e-01
-3.000000000000000000e+00,8.199999809265136719e+00,1.000000000000000000e+01,4.984799368546162235e-01
-3.000000000000000000e+00,8.199999809265136719e+00,1.000000000000000000e+01,4.475876983504560869e-01
